"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2019","6","B","M","E","3509007","Caieiras","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2577600.45","100129","Total de Despesas Intraorçamentária","2020-03-17T19:45:09Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3302270","Japeri","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","9376216.1","103960","Total das Despesas Exceto Intra-Orçamentárias","2020-03-03T18:17:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3551009","São Vicente","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5044264.46","363173","Total de Despesas Intraorçamentária","2019-10-09T20:13:23Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","56962682.45","319146","Total das Despesas Exceto Intra-Orçamentárias","2019-11-28T16:50:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3306206","Vassouras","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","224759.8","36702","Total de Despesas Intraorçamentária","2019-11-30T00:06:25Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3166501","Serra Azul de Minas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","628387.41","4293","Total das Despesas Exceto Intra-Orçamentárias","2019-10-01T16:52:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3105004","Baldim","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","814937.49","7851","Total das Despesas Exceto Intra-Orçamentárias","2019-06-13T13:58:50Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3132206","Itaguara","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1567440.94","13278","Total das Despesas Exceto Intra-Orçamentárias","2019-11-27T17:23:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3547304","Santana de Parnaíba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","39279578.9","136517","Total das Despesas Exceto Intra-Orçamentárias","2019-12-01T01:32:52Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3518701","Guarujá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","51871082.93","318107","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T13:46:45Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3131000","Inhaúma","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","66767.73","6228","Total de Despesas Intraorçamentária","2019-12-09T14:40:01Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3526209","Juquitiba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4263564.74","31235","Total das Despesas Exceto Intra-Orçamentárias","2019-10-04T13:39:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3513801","Diadema","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","59272734.38","420934","Total das Despesas Exceto Intra-Orçamentárias","2019-10-01T19:42:53Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3544103","Rio Grande da Serra","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","247043.94","50241","Total de Despesas Intraorçamentária","2020-01-31T12:01:50Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3300456","Belford Roxo","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","27085423","508614","Total das Despesas Exceto Intra-Orçamentárias","2019-12-02T15:06:07Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3117876","Confins","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1530624.83","6657","Total das Despesas Exceto Intra-Orçamentárias","2019-10-03T20:48:28Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3131901","Itabirito","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10783569.67","51281","Total das Despesas Exceto Intra-Orçamentárias","2019-12-04T16:27:47Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3551009","São Vicente","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2765863.34","363173","Total de Despesas Intraorçamentária","2020-02-04T16:03:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3112505","Capim Branco","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1193881.43","9679","Total das Despesas Exceto Intra-Orçamentárias","2020-02-21T19:20:19Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3552502","Suzano","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","31573624.09","294638","Total das Despesas Exceto Intra-Orçamentárias","2019-12-16T18:40:42Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3548708","São Bernardo do Campo","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","3113275.08","833240","Total de Despesas Intraorçamentária","2020-01-30T14:36:09Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3303856","Paty do Alferes","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","148484.8","27678","Total de Despesas Intraorçamentária","2020-03-05T15:27:56Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3303906","Petrópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3556498.9","305687","Total de Despesas Intraorçamentária","2019-07-31T20:52:21Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3136652","Juatuba","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","405169.1","26484","Total de Despesas Intraorçamentária","2020-02-11T17:45:42Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3147105","Pará de Minas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","227878.4","91969","Total de Despesas Intraorçamentária","2018-05-25T17:47:39Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3302007","Itaguaí","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","22402565.3","120855","Total das Despesas Exceto Intra-Orçamentárias","2018-12-19T01:32:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3522505","Itapevi","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","33696746.73","226488","Total das Despesas Exceto Intra-Orçamentárias","2019-10-03T01:30:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3547304","Santana de Parnaíba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","30883643.47","136517","Total das Despesas Exceto Intra-Orçamentárias","2019-04-24T01:31:46Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3158003","Santa Maria de Itabira","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","753109.74","10986","Total das Despesas Exceto Intra-Orçamentárias","2018-04-18T16:45:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3303856","Paty do Alferes","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3270817.6","27678","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T14:00:04Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3303856","Paty do Alferes","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","147542.5","27678","Total de Despesas Intraorçamentária","2019-05-30T14:00:04Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3534401","Osasco","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","106214685.49","696850","Total das Despesas Exceto Intra-Orçamentárias","2019-10-02T01:36:59Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3305802","Teresópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","24509518.2","180886","Total das Despesas Exceto Intra-Orçamentárias","2019-11-27T19:24:58Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3106002","Bela Vista de Minas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1711332.56","10248","Total das Despesas Exceto Intra-Orçamentárias","2020-01-27T20:07:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3146107","Ouro Preto","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","9963157.55","74356","Total das Despesas Exceto Intra-Orçamentárias","2018-12-28T01:30:31Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3552809","Taboão da Serra","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1888202.82","275948","Total de Despesas Intraorçamentária","2018-05-10T17:13:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3168309","Taquaraçu de Minas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","839515.41","4053","Total das Despesas Exceto Intra-Orçamentárias","2018-06-08T16:50:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3549953","São Lourenço da Serra","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1597748.19","15323","Total das Despesas Exceto Intra-Orçamentárias","2018-09-27T12:17:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3120409","Cristiano Otoni","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","636492.64","5145","Total das Despesas Exceto Intra-Orçamentárias","2019-12-10T13:02:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3118304","Conselheiro Lafaiete","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","17679898.11","127539","Total das Despesas Exceto Intra-Orçamentárias","2020-03-04T18:28:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3530607","Mogi das Cruzes","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","942659.07","440769","Total de Despesas Intraorçamentária","2019-07-30T21:34:40Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3118007","Congonhas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","17656760.31","54196","Total das Despesas Exceto Intra-Orçamentárias","2020-06-04T15:20:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3302270","Japeri","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1394552.3","103960","Total de Despesas Intraorçamentária","2020-03-03T18:17:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","14568307.45","125376","Total das Despesas Exceto Intra-Orçamentárias","2020-03-04T16:46:23Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3302809","Mendes","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2196152.15","18578","Total das Despesas Exceto Intra-Orçamentárias","2020-05-11T20:16:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3302007","Itaguaí","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2565677.6","125913","Total de Despesas Intraorçamentária","2020-07-07T01:30:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","493948.93","125376","Total de Despesas Intraorçamentária","2020-03-04T16:46:23Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","992350.01","120510","Total de Despesas Intraorçamentária","2018-07-31T13:22:42Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3145901","Ouro Branco","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6166322.59","38601","Total das Despesas Exceto Intra-Orçamentárias","2018-10-05T14:28:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3120409","Cristiano Otoni","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","678153.93","5145","Total das Despesas Exceto Intra-Orçamentárias","2019-06-04T17:48:40Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3304904","São Gonçalo","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","74385339.4","1044058","Total das Despesas Exceto Intra-Orçamentárias","2018-08-14T01:30:45Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3529401","Mauá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","51136608.66","457696","Total das Despesas Exceto Intra-Orçamentárias","2018-09-26T19:17:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3145901","Ouro Branco","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6115667.06","39121","Total das Despesas Exceto Intra-Orçamentárias","2019-07-29T11:42:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3118304","Conselheiro Lafaiete","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","12040005.1","127539","Total das Despesas Exceto Intra-Orçamentárias","2019-10-03T01:33:02Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3506359","Bertioga","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1260155.83","61736","Total de Despesas Intraorçamentária","2020-02-01T01:34:23Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3518701","Guarujá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4184293.41","318107","Total de Despesas Intraorçamentária","2019-11-29T13:46:45Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3131703","Itabira","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1599676.8","119186","Total de Despesas Intraorçamentária","2020-02-21T13:58:30Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3106705","Betim","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","5149866.17","432575","Total de Despesas Intraorçamentária","2020-02-18T18:51:09Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3304300","Rio Bonito","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","174941.6","59814","Total de Despesas Intraorçamentária","2019-08-20T16:52:30Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","54134821.32","304705","Total das Despesas Exceto Intra-Orçamentárias","2018-05-24T18:31:46Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3552809","Taboão da Serra","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","36804636.35","275948","Total das Despesas Exceto Intra-Orçamentárias","2018-07-27T21:54:34Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3302007","Itaguaí","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","774332.8","120855","Total de Despesas Intraorçamentária","2018-12-19T01:32:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3522505","Itapevi","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3382563.04","226488","Total de Despesas Intraorçamentária","2019-10-03T01:30:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3106200","Belo Horizonte","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","258834280.68","2501576","Total das Despesas Exceto Intra-Orçamentárias","2019-05-23T01:31:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3506607","Biritiba-Mirim","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2836752.33","31479","Total das Despesas Exceto Intra-Orçamentárias","2018-09-21T13:45:50Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3144805","Nova Lima","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","26874718.67","91069","Total das Despesas Exceto Intra-Orçamentárias","2019-04-02T21:44:28Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3205309","Vitória","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","58032258.84","359555","Total das Despesas Exceto Intra-Orçamentárias","2019-04-26T20:04:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3506607","Biritiba-Mirim","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4979076.49","31479","Total das Despesas Exceto Intra-Orçamentárias","2018-05-10T17:39:13Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3549953","São Lourenço da Serra","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1900340.26","15323","Total das Despesas Exceto Intra-Orçamentárias","2018-05-25T11:32:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3509205","Cajamar","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","16887766.4","72875","Total das Despesas Exceto Intra-Orçamentárias","2018-10-08T21:31:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3547304","Santana de Parnaíba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1552564.11","136517","Total de Despesas Intraorçamentária","2019-04-24T01:31:46Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3158003","Santa Maria de Itabira","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","807611.65","10986","Total das Despesas Exceto Intra-Orçamentárias","2018-04-18T16:45:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","11700251.28","120510","Total das Despesas Exceto Intra-Orçamentárias","2018-10-09T19:23:31Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3550308","São Paulo","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1816669506.13","12038175","Total das Despesas Exceto Intra-Orçamentárias","2019-01-30T17:31:48Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3305109","São João de Meriti","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2483614","460541","Total de Despesas Intraorçamentária","2019-02-13T01:32:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3158003","Santa Maria de Itabira","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","706680.46","10986","Total das Despesas Exceto Intra-Orçamentárias","2018-05-29T18:22:07Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3305109","São João de Meriti","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","545322","460541","Total de Despesas Intraorçamentária","2019-02-13T01:32:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3304144","Queimados","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","355230","144525","Total de Despesas Intraorçamentária","2018-07-31T01:33:25Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","337606.7","125376","Total de Despesas Intraorçamentária","2019-05-14T12:27:58Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3518800","Guarulhos","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","164040110.65","1365899","Total das Despesas Exceto Intra-Orçamentárias","2019-04-05T01:33:12Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3509205","Cajamar","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","13551525.84","75638","Total das Despesas Exceto Intra-Orçamentárias","2019-06-17T20:33:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3118601","Contagem","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","62548843.23","653800","Total das Despesas Exceto Intra-Orçamentárias","2018-10-01T20:11:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3118601","Contagem","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","76361399.38","653800","Total das Despesas Exceto Intra-Orçamentárias","2018-10-01T20:11:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3118304","Conselheiro Lafaiete","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","14210931.18","126420","Total das Despesas Exceto Intra-Orçamentárias","2018-10-17T18:38:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3539806","Poá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","16120017.13","116530","Total das Despesas Exceto Intra-Orçamentárias","2019-06-03T11:42:02Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3509205","Cajamar","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","18613482.55","75638","Total das Despesas Exceto Intra-Orçamentárias","2019-06-17T20:33:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3301702","Duque de Caxias","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9998461.6","886917","Total de Despesas Intraorçamentária","2018-08-04T01:30:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3106705","Betim","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","3489950.41","422354","Total de Despesas Intraorçamentária","2018-04-27T18:36:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3129806","Ibirité","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1055806.66","175721","Total de Despesas Intraorçamentária","2019-06-01T01:30:43Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3117876","Confins","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1947324.68","6545","Total das Despesas Exceto Intra-Orçamentárias","2018-08-10T19:47:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3131901","Itabirito","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","9499707.48","50305","Total das Despesas Exceto Intra-Orçamentárias","2018-07-17T18:08:21Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3530607","Mogi das Cruzes","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","47414542.44","429321","Total das Despesas Exceto Intra-Orçamentárias","2018-12-04T01:33:54Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3302601","Mangaratiba","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11496666.3","43689","Total das Despesas Exceto Intra-Orçamentárias","2019-05-23T11:07:53Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","299014.83","125376","Total de Despesas Intraorçamentária","2019-06-13T13:48:10Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3305109","São João de Meriti","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1651821.6","460541","Total de Despesas Intraorçamentária","2018-09-29T01:31:30Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3146107","Ouro Preto","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","14692567.17","74356","Total das Despesas Exceto Intra-Orçamentárias","2019-11-26T01:30:24Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3205309","Vitória","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","91520148.24","359555","Total das Despesas Exceto Intra-Orçamentárias","2019-04-26T20:04:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3137601","Lagoa Santa","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5215216.77","60787","Total das Despesas Exceto Intra-Orçamentárias","2019-05-28T14:35:01Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3157807","Santa Luzia","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","17071026.07","218147","Total das Despesas Exceto Intra-Orçamentárias","2020-04-02T13:28:58Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3201308","Cariacica","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","37313342.62","384621","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T13:03:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3303906","Petrópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","3133844.6","305687","Total de Despesas Intraorçamentária","2019-05-31T19:19:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3304904","São Gonçalo","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1612941.1","1044058","Total de Despesas Intraorçamentária","2019-02-01T01:31:17Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3167202","Sete Lagoas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","35078630.25","237286","Total das Despesas Exceto Intra-Orçamentárias","2019-08-02T19:54:12Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3131000","Inhaúma","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","79748.55","6200","Total de Despesas Intraorçamentária","2019-02-18T18:05:56Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3509007","Caieiras","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","301834.11","100129","Total de Despesas Intraorçamentária","2019-04-05T19:28:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3205309","Vitória","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","68905295.75","358267","Total das Despesas Exceto Intra-Orçamentárias","2019-09-30T20:35:19Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3303203","Nilópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","15419998.3","162269","Total das Despesas Exceto Intra-Orçamentárias","2020-05-27T19:28:17Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3118601","Contagem","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","6223909.63","653800","Total de Despesas Intraorçamentária","2019-01-30T17:09:02Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3523107","Itaquaquecetuba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","19772871.58","366519","Total das Despesas Exceto Intra-Orçamentárias","2019-09-26T12:29:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
